ID	Phase
NCU08281	22
NCU08410	4
NCU05236	6
NCU05919	8
NCU02495	2
NCU02954	16
NCU03981	12
NCU08233	4
NCU00151	0
NCU01004	22
NCU01525	0
NCU02250	8
NCU04838	2
NCU08881	10
NCU06173	20
NCU00609	20
NCU04303	20
NCU08135	6
NCU05265	12
NCU04061	12
NCU05977	6
NCU08983	4
NCU03618	22
NCU00877	12
NCU01752	22
NCU02362	8
NCU05195	10
NCU05649	14
NCU06439	4
NCU07430	18
NCU11235	10
NCU04010	6
NCU06766	12
NCU04403	10
NCU03239	0
NCU03387	18
NCU09803	6
NCU02305	22
NCU04788	2
NCU08478	8
NCU08525	10
NCU09103	20
NCU09568	22
NCU10029	8
NCU12025	8
NCU16980	22
NCU03528	4
NCU11290	22
NCU17016	22
NCU03311	16
NCU04850	20
NCU00685	22
NCU00741	14
NCU02897	6
NCU05338	6
NCU02808	0
NCU03234	4
NCU00770	10
NCU03121	22
NCU04662	10
NCU05571	4
NCU16364	2
NCU01562	8
NCU05019	6
NCU06190	6
NCU07872	8
NCU09272	8
NCU03952	0
NCU05386	18
NCU06311	12
NCU06717	16
NCU06821	18
NCU08897	14
NCU09524	18
NCU11245	16
NCU01846	12
NCU02182	20
NCU03191	8
NCU04596	10
NCU07419	10
NCU08343	0
NCU08828	2
NCU08982	10
NCU10143	10
NCU11293	6
NCU06191	20
NCU01828	20
NCU02940	20
NCU08645	18
NCU00045	22
NCU00726	14
NCU01118	14
NCU09186	22
NCU00285	6
NCU08290	20
NCU10847	16
NCU06063	10
NCU00009	12
NCU01920	8
NCU09896	4
NCU00028	10
NCU00418	6
NCU03167	22
NCU04092	20
NCU04940	4
NCU05075	14
NCU08535	4
NCU08597	10
NCU00859	12
NCU01835	6
NCU04227	8
NCU03220	14
NCU08649	14
NCU08706	18
NCU06958	6
NCU00580	12
NCU02084	0
NCU02612	2
NCU04136	10
NCU05924	2
NCU06833	10
NCU07384	22
NCU04293	16
NCU02568	22
NCU08397	22
NCU08893	6
NCU09631	10
NCU10337	6
NCU00161	18
NCU06747	20
NCU08237	8
NCU08560	22
NCU16634	20
NCU00898	16
NCU03036	4
NCU05508	22
NCU05835	4
NCU08090	10
NCU17055	0
NCU06809	12
NCU03517	12
NCU04655	16
NCU08768	12
NCU10387	12
NCU05778	6
NCU00408	12
NCU00536	0
NCU00949	8
NCU01673	12
NCU02043	8
NCU02247	2
NCU04460	10
NCU07414	22
NCU09717	6
NCU09883	4
NCU12131	12
NCU16857	22
NCU17283	8
NCU04314	2
NCU08435	22
NCU02244	6
NCU04243	20
NCU08697	6
NCU09737	16
NCU00944	8
NCU04058	22
NCU04580	12
NCU04612	4
NCU05394	2
NCU06656	8
NCU08038	6
NCU16959	12
NCU02167	6
NCU03063	12
NCU00301	2
NCU03506	18
NCU06141	16
NCU07442	16
NCU07548	14
NCU05558	6
NCU00550	8
NCU03736	12
NCU04780	0
NCU04903	2
NCU05507	14
NCU05880	12
NCU08403	10
NCU08848	10
NCU09155	2
NCU11129	16
NCU07361	20
NCU09721	18
NCU03478	22
NCU01291	6
NCU02878	22
NCU03216	4
NCU05756	6
NCU06336	4
NCU07721	2
NCU11362	20
NCU00270	22
NCU01260	6
NCU03034	14
NCU03171	14
NCU03399	4
NCU04862	8
NCU05411	8
NCU06918	4
NCU10110	14
NCU11041	2
NCU03209	12
NCU02262	2
NCU04115	8
NCU09091	0
NCU10933	2
NCU17271	10
NCU01470	22
NCU04591	10
NCU04953	22
NCU01615	10
NCU07533	12
NCU00199	0
NCU17185	12
NCU03530	22
NCU06267	0
NCU02106	4
NCU07652	18
NCU08367	22
NCU09171	20
NCU09321	18
NCU09534	14
NCU03077	8
NCU16641	12
NCU00136	2
NCU04049	8
NCU04713	10
NCU07041	2
NCU07407	2
NCU07418	2
NCU07791	12
NCU09573	2
NCU09584	10
NCU11046	14
NCU10165	22
NCU09205	20
NCU02017	20
NCU03931	20
NCU07130	20
NCU07421	6
NCU09176	18
NCU03042	0
NCU07405	4
NCU08324	2
NCU09790	4
NCU01065	4
NCU01400	4
NCU01895	8
NCU08068	0
NCU09033	14
NCU09295	4
NCU09651	22
NCU16632	4
NCU04691	6
NCU15832	12
NCU01457	0
NCU04043	16
NCU04033	6
NCU09512	6
NCU00869	22
NCU03950	0
NCU04740	0
NCU05308	0
NCU11414	10
NCU16597	8
NCU16720	12
NCU17060	4
NCU03338	14
NCU07675	18
NCU05210	22
NCU05370	22
NCU11174	10
NCU16541	6
NCU01480	12
NCU06980	4
NCU09226	14
NCU01123	18
NCU04786	4
NCU05582	10
NCU11176	22
NCU02923	6
NCU06421	6
NCU03501	18
NCU08022	0
NCU00055	12
NCU00920	0
NCU02434	2
NCU02639	10
NCU06042	0
NCU07058	2
NCU08008	16
NCU16498	12
NCU16567	16
NCU00444	4
NCU03354	20
NCU08369	20
NCU10067	20
NCU04195	22
NCU04450	16
NCU06020	16
NCU03604	10
NCU02563	14
NCU05588	0
NCU05689	14
NCU04997	18
NCU09251	6
NCU03160	6
NCU09471	6
NCU04898	18
NCU07735	0
NCU09482	18
NCU16624	12
NCU01318	10
NCU03631	12
NCU04620	2
NCU06320	2
NCU09813	8
NCU09993	14
NCU11138	18
NCU00224	20
NCU04241	10
NCU00738	14
NCU09063	4
NCU02773	20
NCU05717	0
NCU00275	8
NCU01504	20
NCU02031	10
NCU05902	14
NCU06786	2
NCU06949	12
NCU16553	10
NCU02942	8
NCU07159	8
NCU17154	8
NCU03401	16
NCU06586	2
NCU08892	16
NCU00914	0
NCU02405	2
NCU02838	0
NCU03281	10
NCU03555	12
NCU04651	2
NCU07484	0
NCU08058	0
NCU08170	22
NCU12126	0
NCU06226	6
NCU07716	16
NCU01146	12
NCU07981	10
NCU01313	4
NCU02909	22
