$Gene	CT12.0_WT	CT12.0_DeltaCSP-1	CT14.1_WT	CT14.1_DeltaCSP-1	CT16.3_WT	CT16.3_DeltaCSP-1	CT18.4_WT	CT18.4_DeltaCSP-1	CT20.5_WT	CT20.5_DeltaCSP-1	CT22.7_WT	CT22.7_DeltaCSP-1	CT0.8_WT	CT0.8_DeltaCSP-1	CT2.9_WT	CT2.9_DeltaCSP-1	CT5.1_WT	CT5.1_DeltaCSP-1	CT7.2_WT	CT7.2_DeltaCSP-1	CT9.3_WT	CT9.3_DeltaCSP-1	CT11.5_WT	CT11.5_DeltaCSP-1
NCU09419.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU09420.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU09425.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU09429.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU09436.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU09438.7	1.9902680687415704	2.0	1.7660444431189783	1.848048096156426	1.3090169943749481	1.4383711467890776	0.7580781044003333	0.8954715367323469	0.2806601996613497	0.38433852467434215	0.021852399266194644	0.060307379214092016	0.06030737921409135	0.02185239926619431	0.3843385246743407	0.28066019966134814	0.8954715367323454	0.7580781044003315	1.4383711467890765	1.3090169943749468	1.8480480961564254	1.7660444431189775	2.0	1.9902680687415701
NCU09449.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU09462.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU09466.7	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.38433852467434215	1.8480480961564254	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.28066019966134814	1.4383711467890783	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425	1.7660444431189775	0.060307379214092016
NCU09473.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU09475.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09476.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09480.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU09485.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU09495.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU09498.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09504.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU09519.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU09521.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU09526.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU09528.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU09534.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU09535.7	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323467	0.060307379214091905	0.3843385246743418	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003317	0.2806601996613487	1.3090169943749468	0.7580781044003317	1.7660444431189775
NCU09536.7	1.848048096156426	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.38433852467434215	1.848048096156426	0.060307379214091905	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.28066019966134814	0.3843385246743418	0.7580781044003317	0.06030737921409157	1.3090169943749468	0.02185239926619431	1.7660444431189775	0.2806601996613487
NCU09539.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU09540.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU09545.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09546.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU09559.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU09560.7	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.38433852467434215	0.8954715367323458	0.060307379214092016	1.4383711467890765	0.02185239926619431	1.8480480961564256	0.28066019966134814	2.0	0.7580781044003315	1.8480480961564265	1.3090169943749468	1.438371146789078	1.7660444431189775	0.8954715367323476	1.9902680687415701	0.3843385246743425
NCU09567.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU09570.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU09579.7	2.0	1.7660444431189772	1.848048096156426	1.3090169943749463	1.4383711467890776	0.7580781044003313	0.8954715367323469	0.28066019966134814	0.38433852467434215	0.02185239926619431	0.060307379214092016	0.060307379214091905	0.02185239926619431	0.38433852467434215	0.28066019966134814	0.8954715367323469	0.7580781044003315	1.4383711467890778	1.3090169943749468	1.8480480961564263	1.7660444431189775	2.0	1.9902680687415701	1.8480480961564258
NCU09598.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU09599.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU09600.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU09602.7	1.3090169943749472	0.7580781044003322	0.7580781044003322	0.28066019966134903	0.28066019966134903	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.06030737921409146	0.38433852467434115	0.38433852467434115	0.8954715367323458	0.895471536732346	1.438371146789077	1.438371146789077	1.8480480961564256	1.8480480961564256	2.0	2.0	1.8480480961564263	1.8480480961564263	1.438371146789078	1.438371146789078	0.8954715367323476
NCU09609.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU09610.7	2.0	1.9902680687415704	1.848048096156426	1.7660444431189783	1.4383711467890776	1.3090169943749481	0.8954715367323469	0.7580781044003333	0.38433852467434215	0.2806601996613497	0.060307379214092016	0.021852399266194644	0.02185239926619431	0.06030737921409135	0.28066019966134814	0.3843385246743407	0.7580781044003315	0.8954715367323454	1.3090169943749468	1.4383711467890765	1.7660444431189775	1.8480480961564254	1.9902680687415701	2.0
NCU09611.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU09642.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU09646.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU09647.7	0.02185239926619431	0.060307379214092016	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.8954715367323469	0.8954715367323458	1.4383711467890776	1.4383711467890765	1.848048096156426	1.8480480961564254	2.0	2.0	1.8480480961564258	1.8480480961564265	1.4383711467890774	1.4383711467890783	0.8954715367323467	0.8954715367323476	0.38433852467434115	0.3843385246743425	0.06030737921409157	0.060307379214092016	0.02185239926619431
NCU09648.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU09659.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU09663.7	1.7660444431189772	1.9902680687415704	1.3090169943749463	1.7660444431189783	0.7580781044003313	1.3090169943749481	0.28066019966134814	0.7580781044003333	0.02185239926619431	0.2806601996613497	0.060307379214091905	0.021852399266194644	0.38433852467434215	0.06030737921409135	0.8954715367323469	0.3843385246743407	1.4383711467890778	0.8954715367323454	1.8480480961564263	1.4383711467890765	2.0	1.8480480961564254	1.8480480961564258	2.0
NCU09673.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU09674.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU09692.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU09693.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU09710.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU09715.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU09721.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU09732.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU09737.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU09739.7	1.7660444431189772	1.3090169943749472	1.3090169943749463	0.7580781044003322	0.7580781044003313	0.28066019966134903	0.28066019966134814	0.02185239926619431	0.02185239926619431	0.06030737921409146	0.060307379214091905	0.38433852467434115	0.38433852467434215	0.895471536732346	0.8954715367323469	1.438371146789077	1.4383711467890778	1.8480480961564256	1.8480480961564263	2.0	2.0	1.8480480961564263	1.8480480961564258	1.438371146789078
NCU09741.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU09745.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU09773.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU09783.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU09794.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU09803.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU09810.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU09816.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU09819.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU09826.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU09841.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU09842.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU09843.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU09848.7	1.4383711467890776	0.060307379214092016	1.848048096156426	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.3843385246743418	1.8480480961564258	0.060307379214091905	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.2806601996613487	0.38433852467434115	0.7580781044003317	0.06030737921409157	1.3090169943749468	0.02185239926619431
NCU09860.7	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.38433852467434215	1.8480480961564254	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.28066019966134814	1.4383711467890783	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425	1.7660444431189775	0.060307379214092016
NCU09866.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU09870.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU09871.7	1.3090169943749472	2.0	0.7580781044003322	1.848048096156426	0.28066019966134903	1.4383711467890776	0.02185239926619431	0.8954715367323469	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.060307379214092016	0.895471536732346	0.02185239926619431	1.438371146789077	0.28066019966134814	1.8480480961564256	0.7580781044003315	2.0	1.3090169943749468	1.8480480961564263	1.7660444431189775	1.438371146789078	1.9902680687415701
NCU09882.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU09892.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU09894.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU09895.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU09896.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU09901.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09903.7	0.8954715367323469	0.060307379214092016	1.4383711467890776	0.38433852467434215	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323467	1.8480480961564258	0.3843385246743418	1.4383711467890774	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.38433852467434115	0.2806601996613487	0.06030737921409157	0.7580781044003317	0.02185239926619431
NCU09906.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU09910.7	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.38433852467434215	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.28066019966134814	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476	1.7660444431189775
NCU09911.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU09930.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU09931.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU09975.7	1.3090169943749472	2.0	0.7580781044003322	1.848048096156426	0.28066019966134903	1.4383711467890776	0.02185239926619431	0.8954715367323469	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.060307379214092016	0.895471536732346	0.02185239926619431	1.438371146789077	0.28066019966134814	1.8480480961564256	0.7580781044003315	2.0	1.3090169943749468	1.8480480961564263	1.7660444431189775	1.438371146789078	1.9902680687415701
NCU09992.7		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487
NCU09995.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU09999.7	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775
NCU10007.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU10014.7	1.4383711467890776	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.3843385246743418	0.8954715367323467	0.060307379214091905	0.3843385246743418	0.02185239926619431	0.060307379214091905	0.2806601996613487	0.02185239926619431	0.7580781044003317	0.2806601996613487	1.3090169943749468	0.7580781044003317
NCU10036.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU10042.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU10058.7	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.38433852467434215	0.38433852467434215	0.060307379214092016	0.060307379214092016	0.02185239926619431	0.02185239926619431	0.28066019966134814	0.28066019966134814	0.7580781044003315	0.7580781044003315	1.3090169943749468	1.3090169943749468	1.7660444431189775	1.7660444431189775	1.9902680687415701	1.9902680687415701
NCU10061.7	1.9902680687415704	0.7580781044003322	1.7660444431189783	0.28066019966134903	1.3090169943749481	0.02185239926619431	0.7580781044003333	0.06030737921409146	0.2806601996613497	0.38433852467434115	0.021852399266194644	0.8954715367323458	0.06030737921409135	1.438371146789077	0.3843385246743407	1.8480480961564256	0.8954715367323454	2.0	1.4383711467890765	1.8480480961564263	1.8480480961564254	1.438371146789078	2.0	0.8954715367323476
NCU10062.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU10073.7	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.38433852467434215	1.4383711467890776	0.060307379214092016	0.8954715367323469	0.02185239926619431	0.3843385246743418	0.28066019966134814	0.060307379214091905	0.7580781044003315	0.02185239926619431	1.3090169943749468	0.2806601996613487	1.7660444431189775	0.7580781044003317	1.9902680687415701	1.3090169943749468
