$Gene	CT12.0_RNA	CT12.0_protein	CT14.1_RNA	CT14.1_protein	CT16.3_RNA	CT16.3_protein	CT18.4_RNA	CT18.4_protein	CT20.5_RNA	CT20.5_protein	CT22.7_RNA	CT22.7_protein	CT0.8_RNA	CT0.8_protein	CT2.9_RNA	CT2.9_protein	CT5.1_RNA	CT5.1_protein	CT7.2_RNA	CT7.2_protein	CT9.3_RNA	CT9.3_protein	CT11.5_RNA	CT11.5_protein
NCU03147.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU03150.7	1.4383711467890776	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.3843385246743418	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.2806601996613487	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476
NCU03151.7	0.38433852467434215	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.848048096156426	0.38433852467434215	1.4383711467890774	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.3843385246743418	0.28066019966134814	0.06030737921409157	0.7580781044003317	0.02185239926619431	1.3090169943749468	0.2806601996613487	1.7660444431189775
NCU03154.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03155.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU03156.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU03159.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03164.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU03166.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03168.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03173.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU03174.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU03176.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU03177.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03178.7	1.4383711467890776	1.3090169943749472	1.848048096156426	0.7580781044003322	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.3843385246743418	0.895471536732346	0.060307379214091905	1.438371146789077	0.02185239926619431	1.8480480961564256	0.2806601996613487	2.0	0.7580781044003317	1.8480480961564263	1.3090169943749468	1.438371146789078
NCU03186.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03188.7	0.8954715367323469	0.02185239926619431	1.4383711467890776	0.06030737921409146	1.848048096156426	0.38433852467434115	2.0	0.8954715367323458	1.848048096156426	1.4383711467890765	1.4383711467890776	1.8480480961564254	0.8954715367323467	2.0	0.3843385246743418	1.8480480961564265	0.060307379214091905	1.4383711467890783	0.02185239926619431	0.8954715367323476	0.2806601996613487	0.3843385246743425	0.7580781044003317	0.060307379214092016
NCU03191.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU03200.7	1.3090169943749472	0.38433852467434215	0.7580781044003322	0.8954715367323469	0.28066019966134903	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.895471536732346	1.4383711467890774	1.438371146789077	0.8954715367323467	1.8480480961564256	0.3843385246743418	2.0	0.06030737921409157	1.8480480961564263	0.02185239926619431	1.438371146789078	0.2806601996613487
NCU03205.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03207.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03211.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU03213.7	0.02185239926619431	1.7660444431189772	0.06030737921409146	1.3090169943749463	0.38433852467434115	0.7580781044003313	0.8954715367323458	0.28066019966134814	1.4383711467890765	0.02185239926619431	1.8480480961564254	0.060307379214091905	2.0	0.38433852467434215	1.8480480961564265	0.8954715367323469	1.4383711467890783	1.4383711467890778	0.8954715367323476	1.8480480961564263	0.3843385246743425	2.0	0.060307379214092016	1.8480480961564258
NCU03216.7	1.4383711467890776	0.28066019966134903	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.3843385246743418	1.8480480961564256	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.2806601996613487	1.438371146789078	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425
NCU03219.7	1.7660444431189772	0.02185239926619431	1.3090169943749463	0.06030737921409146	0.7580781044003313	0.38433852467434115	0.28066019966134814	0.8954715367323458	0.02185239926619431	1.4383711467890765	0.060307379214091905	1.8480480961564254	0.38433852467434215	2.0	0.8954715367323469	1.8480480961564265	1.4383711467890778	1.4383711467890783	1.8480480961564263	0.8954715367323476	2.0	0.3843385246743425	1.8480480961564258	0.060307379214092016
NCU03220.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU03222.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03229.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU03230.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03232.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU03234.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03239.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU03241.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03245.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03253.7	2.0	1.7660444431189772	1.848048096156426	1.3090169943749463	1.4383711467890776	0.7580781044003313	0.8954715367323469	0.28066019966134814	0.38433852467434215	0.02185239926619431	0.060307379214092016	0.060307379214091905	0.02185239926619431	0.38433852467434215	0.28066019966134814	0.8954715367323469	0.7580781044003315	1.4383711467890778	1.3090169943749468	1.8480480961564263	1.7660444431189775	2.0	1.9902680687415701	1.8480480961564258
NCU03254.7	1.9902680687415704	0.28066019966134903	1.7660444431189783	0.02185239926619431	1.3090169943749481	0.06030737921409146	0.7580781044003333	0.38433852467434115	0.2806601996613497	0.8954715367323458	0.021852399266194644	1.4383711467890765	0.06030737921409135	1.8480480961564256	0.3843385246743407	2.0	0.8954715367323454	1.8480480961564265	1.4383711467890765	1.438371146789078	1.8480480961564254	0.8954715367323476	2.0	0.3843385246743425
NCU03255.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03258.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03261.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03263.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03267.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU03268.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU03269.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03273.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03274.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU03280.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU03281.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU03282.7	0.02185239926619431	1.3090169943749472	0.06030737921409146	0.7580781044003322	0.38433852467434115	0.28066019966134903	0.8954715367323458	0.02185239926619431	1.4383711467890765	0.06030737921409146	1.8480480961564254	0.38433852467434115	2.0	0.895471536732346	1.8480480961564265	1.438371146789077	1.4383711467890783	1.8480480961564256	0.8954715367323476	2.0	0.3843385246743425	1.8480480961564263	0.060307379214092016	1.438371146789078
NCU03283.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU03284.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU03290.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU03297.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU03300.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU03302.7	0.38433852467434215	0.060307379214092016	0.8954715367323469	0.38433852467434215	1.4383711467890776	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890774	1.8480480961564258	0.8954715367323467	1.4383711467890774	0.3843385246743418	0.8954715367323467	0.06030737921409157	0.38433852467434115	0.02185239926619431	0.06030737921409157	0.2806601996613487	0.02185239926619431
NCU03303.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
