$Gene	CT12.0_RNA	CT12.0_protein	CT14.1_RNA	CT14.1_protein	CT16.3_RNA	CT16.3_protein	CT18.4_RNA	CT18.4_protein	CT20.5_RNA	CT20.5_protein	CT22.7_RNA	CT22.7_protein	CT0.8_RNA	CT0.8_protein	CT2.9_RNA	CT2.9_protein	CT5.1_RNA	CT5.1_protein	CT7.2_RNA	CT7.2_protein	CT9.3_RNA	CT9.3_protein	CT11.5_RNA	CT11.5_protein
NCU04642.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU04643.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU04645.7	1.3090169943749472	1.848048096156426	0.7580781044003322	2.0	0.28066019966134903	1.848048096156426	0.02185239926619431	1.4383711467890776	0.06030737921409146	0.8954715367323469	0.38433852467434115	0.38433852467434215	0.895471536732346	0.060307379214091905	1.438371146789077	0.02185239926619431	1.8480480961564256	0.28066019966134814	2.0	0.7580781044003317	1.8480480961564263	1.3090169943749468	1.438371146789078	1.7660444431189775
NCU04646.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU04647.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU04648.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU04650.7		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016
NCU04651.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04652.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04654.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04655.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU04662.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04667.7	0.28066019966134903	1.848048096156426	0.02185239926619431	2.0	0.06030737921409146	1.848048096156426	0.38433852467434115	1.4383711467890776	0.8954715367323458	0.8954715367323469	1.4383711467890765	0.38433852467434215	1.8480480961564256	0.060307379214091905	2.0	0.02185239926619431	1.8480480961564265	0.28066019966134814	1.438371146789078	0.7580781044003317	0.8954715367323476	1.3090169943749468	0.3843385246743425	1.7660444431189775
NCU04669.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04674.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04676.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU04713.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04724.7		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701
NCU04732.7	1.3090169943749472	2.0	0.7580781044003322	1.848048096156426	0.28066019966134903	1.4383711467890776	0.02185239926619431	0.8954715367323469	0.06030737921409146	0.38433852467434215	0.38433852467434115	0.060307379214092016	0.895471536732346	0.02185239926619431	1.438371146789077	0.28066019966134814	1.8480480961564256	0.7580781044003315	2.0	1.3090169943749468	1.8480480961564263	1.7660444431189775	1.438371146789078	1.9902680687415701
NCU04736.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04754.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04755.7	1.9902680687415704	1.848048096156426	1.7660444431189783	2.0	1.3090169943749481	1.848048096156426	0.7580781044003333	1.4383711467890776	0.2806601996613497	0.8954715367323469	0.021852399266194644	0.38433852467434215	0.06030737921409135	0.060307379214091905	0.3843385246743407	0.02185239926619431	0.8954715367323454	0.28066019966134814	1.4383711467890765	0.7580781044003317	1.8480480961564254	1.3090169943749468	2.0	1.7660444431189775
NCU04757.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU04760.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04764.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU04770.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04774.7	0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476	
NCU04775.7		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425
NCU04777.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU04779.7	1.4383711467890776	0.7580781044003322	1.848048096156426	0.28066019966134903	2.0	0.02185239926619431	1.848048096156426	0.06030737921409146	1.4383711467890776	0.38433852467434115	0.8954715367323469	0.8954715367323458	0.3843385246743418	1.438371146789077	0.060307379214091905	1.8480480961564256	0.02185239926619431	2.0	0.2806601996613487	1.8480480961564263	0.7580781044003317	1.438371146789078	1.3090169943749468	0.8954715367323476
NCU04780.7	2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214092016		0.02185239926619431		0.28066019966134814		0.7580781044003315		1.3090169943749468		1.7660444431189775		1.9902680687415701	
NCU04783.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04786.7	1.4383711467890776	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.3843385246743418	0.8954715367323467	0.060307379214091905	0.3843385246743418	0.02185239926619431	0.060307379214091905	0.2806601996613487	0.02185239926619431	0.7580781044003317	0.2806601996613487	1.3090169943749468	0.7580781044003317
NCU04787.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04788.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04789.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04790.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU04791.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04795.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU04796.7		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078		0.8954715367323476
NCU04797.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04799.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU04800.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04802.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04803.7	0.7580781044003322	0.060307379214092016	0.28066019966134903	0.38433852467434215	0.02185239926619431	0.8954715367323469	0.06030737921409146	1.4383711467890776	0.38433852467434115	1.848048096156426	0.8954715367323458	2.0	1.438371146789077	1.8480480961564258	1.8480480961564256	1.4383711467890774	2.0	0.8954715367323467	1.8480480961564263	0.38433852467434115	1.438371146789078	0.06030737921409157	0.8954715367323476	0.02185239926619431
NCU04806.7	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323469	0.060307379214092016	0.38433852467434215	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003315	0.28066019966134814	1.3090169943749468	0.7580781044003317	1.7660444431189775	1.3090169943749468	1.9902680687415701	1.7660444431189775
NCU04807.7		1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0
NCU04814.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU04815.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04817.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04826.7		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317
NCU04832.7	0.060307379214092016	0.060307379214092016	0.38433852467434215	0.38433852467434215	0.8954715367323469	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.8480480961564258	1.8480480961564258	1.4383711467890774	1.4383711467890774	0.8954715367323467	0.8954715367323467	0.38433852467434115	0.38433852467434115	0.06030737921409157	0.06030737921409157	0.02185239926619431	0.02185239926619431
NCU04837.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU04840.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU04841.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04843.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04848.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04856.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU04857.7	1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468	
NCU04898.7	1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078	
NCU04899.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU04904.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU04907.7	0.7580781044003322	1.7660444431189772	0.28066019966134903	1.3090169943749463	0.02185239926619431	0.7580781044003313	0.06030737921409146	0.28066019966134814	0.38433852467434115	0.02185239926619431	0.8954715367323458	0.060307379214091905	1.438371146789077	0.38433852467434215	1.8480480961564256	0.8954715367323469	2.0	1.4383711467890778	1.8480480961564263	1.8480480961564263	1.438371146789078	2.0	0.8954715367323476	1.8480480961564258
NCU04908.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU04910.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU04917.7	1.9902680687415704		1.7660444431189783		1.3090169943749481		0.7580781044003333		0.2806601996613497		0.021852399266194644		0.06030737921409135		0.3843385246743407		0.8954715367323454		1.4383711467890765		1.8480480961564254		2.0	
NCU04921.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU04923.7	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323467	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317	1.3090169943749468
NCU04924.7		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317		1.3090169943749468
NCU04927.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU04930.7	1.848048096156426	1.9902680687415704	2.0	1.7660444431189783	1.848048096156426	1.3090169943749481	1.4383711467890776	0.7580781044003333	0.8954715367323469	0.2806601996613497	0.38433852467434215	0.021852399266194644	0.060307379214091905	0.06030737921409135	0.02185239926619431	0.3843385246743407	0.28066019966134814	0.8954715367323454	0.7580781044003317	1.4383711467890765	1.3090169943749468	1.8480480961564254	1.7660444431189775	2.0
NCU04931.7	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214092016	1.848048096156426	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003315	0.3843385246743418	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431	1.9902680687415701	0.2806601996613487
NCU04932.7	2.0	0.060307379214092016	1.848048096156426	0.38433852467434215	1.4383711467890776	0.8954715367323469	0.8954715367323469	1.4383711467890776	0.38433852467434215	1.848048096156426	0.060307379214092016	2.0	0.02185239926619431	1.8480480961564258	0.28066019966134814	1.4383711467890774	0.7580781044003315	0.8954715367323467	1.3090169943749468	0.38433852467434115	1.7660444431189775	0.06030737921409157	1.9902680687415701	0.02185239926619431
NCU04940.7	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323469	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317	1.3090169943749468	1.3090169943749468
NCU04943.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU04949.7		1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258
NCU04963.7	1.848048096156426	0.060307379214092016	2.0	0.38433852467434215	1.848048096156426	0.8954715367323469	1.4383711467890776	1.4383711467890776	0.8954715367323469	1.848048096156426	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564258	0.02185239926619431	1.4383711467890774	0.28066019966134814	0.8954715367323467	0.7580781044003317	0.38433852467434115	1.3090169943749468	0.06030737921409157	1.7660444431189775	0.02185239926619431
NCU04986.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU04987.7		0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431
NCU04996.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05005.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05007.7	0.060307379214092016	1.848048096156426	0.38433852467434215	2.0	0.8954715367323469	1.848048096156426	1.4383711467890776	1.4383711467890776	1.848048096156426	0.8954715367323469	2.0	0.38433852467434215	1.8480480961564258	0.060307379214091905	1.4383711467890774	0.02185239926619431	0.8954715367323467	0.28066019966134814	0.38433852467434115	0.7580781044003317	0.06030737921409157	1.3090169943749468	0.02185239926619431	1.7660444431189775
NCU05008.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU05009.7	1.7660444431189772		1.3090169943749463		0.7580781044003313		0.28066019966134814		0.02185239926619431		0.060307379214091905		0.38433852467434215		0.8954715367323469		1.4383711467890778		1.8480480961564263		2.0		1.8480480961564258	
NCU05018.7		1.3090169943749472		0.7580781044003322		0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.895471536732346		1.438371146789077		1.8480480961564256		2.0		1.8480480961564263		1.438371146789078
NCU05029.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05032.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU05040.7	0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564254		2.0		1.8480480961564265		1.4383711467890783		0.8954715367323476		0.3843385246743425		0.060307379214092016	
NCU05041.7	0.060307379214092016		0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.8480480961564258		1.4383711467890774		0.8954715367323467		0.38433852467434115		0.06030737921409157		0.02185239926619431	
NCU05046.7	1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775	
NCU05050.7	0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323467		0.3843385246743418		0.060307379214091905		0.02185239926619431		0.2806601996613487		0.7580781044003317	
NCU05062.7		1.848048096156426		2.0		1.848048096156426		1.4383711467890776		0.8954715367323469		0.38433852467434215		0.060307379214091905		0.02185239926619431		0.28066019966134814		0.7580781044003317		1.3090169943749468		1.7660444431189775
NCU05064.7	0.38433852467434215		0.8954715367323469		1.4383711467890776		1.848048096156426		2.0		1.848048096156426		1.4383711467890774		0.8954715367323467		0.3843385246743418		0.06030737921409157		0.02185239926619431		0.2806601996613487	
NCU05069.7	0.060307379214092016	1.4383711467890776	0.38433852467434215	1.848048096156426	0.8954715367323469	2.0	1.4383711467890776	1.848048096156426	1.848048096156426	1.4383711467890776	2.0	0.8954715367323469	1.8480480961564258	0.3843385246743418	1.4383711467890774	0.060307379214091905	0.8954715367323467	0.02185239926619431	0.38433852467434115	0.2806601996613487	0.06030737921409157	0.7580781044003317	0.02185239926619431	1.3090169943749468
NCU05075.7	0.28066019966134903	0.7580781044003322	0.02185239926619431	0.28066019966134903	0.06030737921409146	0.02185239926619431	0.38433852467434115	0.06030737921409146	0.8954715367323458	0.38433852467434115	1.4383711467890765	0.8954715367323458	1.8480480961564256	1.438371146789077	2.0	1.8480480961564256	1.8480480961564265	2.0	1.438371146789078	1.8480480961564263	0.8954715367323476	1.438371146789078	0.3843385246743425	0.8954715367323476
NCU05076.7	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.38433852467434215	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.28066019966134814	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016	1.7660444431189775
NCU05077.7	1.4383711467890776	0.02185239926619431	1.848048096156426	0.06030737921409146	2.0	0.38433852467434115	1.848048096156426	0.8954715367323458	1.4383711467890776	1.4383711467890765	0.8954715367323469	1.8480480961564254	0.3843385246743418	2.0	0.060307379214091905	1.8480480961564265	0.02185239926619431	1.4383711467890783	0.2806601996613487	0.8954715367323476	0.7580781044003317	0.3843385246743425	1.3090169943749468	0.060307379214092016
NCU05079.7	0.8954715367323469	1.4383711467890776	1.4383711467890776	1.848048096156426	1.848048096156426	2.0	2.0	1.848048096156426	1.848048096156426	1.4383711467890776	1.4383711467890776	0.8954715367323469	0.8954715367323467	0.3843385246743418	0.3843385246743418	0.060307379214091905	0.060307379214091905	0.02185239926619431	0.02185239926619431	0.2806601996613487	0.2806601996613487	0.7580781044003317	0.7580781044003317	1.3090169943749468
NCU05084.7	0.060307379214092016	0.8954715367323469	0.38433852467434215	1.4383711467890776	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.8480480961564258	0.8954715367323467	1.4383711467890774	0.3843385246743418	0.8954715367323467	0.060307379214091905	0.38433852467434115	0.02185239926619431	0.06030737921409157	0.2806601996613487	0.02185239926619431	0.7580781044003317
NCU05118.7	0.28066019966134903		0.02185239926619431		0.06030737921409146		0.38433852467434115		0.8954715367323458		1.4383711467890765		1.8480480961564256		2.0		1.8480480961564265		1.438371146789078		0.8954715367323476		0.3843385246743425	
NCU05119.7	0.8954715367323469	1.848048096156426	1.4383711467890776	2.0	1.848048096156426	1.848048096156426	2.0	1.4383711467890776	1.848048096156426	0.8954715367323469	1.4383711467890776	0.38433852467434215	0.8954715367323467	0.060307379214091905	0.3843385246743418	0.02185239926619431	0.060307379214091905	0.28066019966134814	0.02185239926619431	0.7580781044003317	0.2806601996613487	1.3090169943749468	0.7580781044003317	1.7660444431189775
