Gene	Phase_rna	Circadian time Acrophase_rna	Phase_protein	Circadian time Acrophase_protein
NCU03132.7	4.0	16.2666666667		
NCU03135.7	10.0	22.6666666667	10.0	22.6666666667
NCU03136.7	0.0	12.0	2.0	14.1333333333
NCU03137.7	14.0	2.93333333333		
NCU03139.7	10.0	22.6666666667	20.0	9.33333333333
NCU03142.7	12.0	0.8		
NCU03145.7	0.0	12.0		
NCU03147.7			2.0	14.1333333333
NCU03150.7	4.0	16.2666666667	16.0	5.06666666667
NCU03151.7	8.0	20.5333333333	2.0	14.1333333333
NCU03152.7	12.0	0.8		
NCU03154.7	12.0	0.8		
NCU03155.7	0.0	12.0	2.0	14.1333333333
NCU03156.7			0.0	12.0
NCU03159.7	2.0	14.1333333333		
NCU03160.7	6.0	18.4		
NCU03164.7			18.0	7.2
NCU03166.7	10.0	22.6666666667		
NCU03167.7	22.0	11.4666666667		
NCU03168.7	12.0	0.8		
NCU03171.7	14.0	2.93333333333		
NCU03173.7	14.0	2.93333333333		
NCU03174.7	22.0	11.4666666667		
NCU03176.7			2.0	14.1333333333
NCU03177.7	2.0	14.1333333333		
NCU03178.7	4.0	16.2666666667	18.0	7.2
NCU03180.7	10.0	22.6666666667		
NCU03186.7	2.0	14.1333333333		
NCU03188.7	6.0	18.4	12.0	0.8
NCU03191.7	8.0	20.5333333333		
NCU03192.7	6.0	18.4		
NCU03197.7	22.0	11.4666666667		
NCU03200.7	18.0	7.2	8.0	20.5333333333
NCU03205.7	12.0	0.8		
NCU03207.7	6.0	18.4		
NCU03209.7	12.0	0.8		
NCU03211.7			10.0	22.6666666667
NCU03213.7	12.0	0.8	20.0	9.33333333333
NCU03216.7	4.0	16.2666666667	14.0	2.93333333333
NCU03219.7	20.0	9.33333333333	12.0	0.8
NCU03220.7	14.0	2.93333333333		
NCU03221.7	16.0	5.06666666667		
NCU03222.7	4.0	16.2666666667		
NCU03229.7			12.0	0.8
NCU03230.7	0.0	12.0		
NCU03232.7			0.0	12.0
NCU03234.7	4.0	16.2666666667		
NCU03237.7	12.0	0.8		
NCU03238.7	22.0	11.4666666667		
NCU03239.7	0.0	12.0		
NCU03240.7	20.0	9.33333333333		
NCU03241.7	2.0	14.1333333333		
NCU03245.7	4.0	16.2666666667		
NCU03246.7	8.0	20.5333333333		
NCU03248.7	22.0	11.4666666667		
NCU03253.7	0.0	12.0	20.0	9.33333333333
NCU03254.7	22.0	11.4666666667	14.0	2.93333333333
NCU03255.7	6.0	18.4		
NCU03258.7	4.0	16.2666666667		
NCU03261.7	4.0	16.2666666667		
NCU03263.7	4.0	16.2666666667		
NCU03264.7	22.0	11.4666666667		
NCU03266.7	0.0	12.0		
NCU03267.7	12.0	0.8		
NCU03268.7	16.0	5.06666666667		
NCU03269.7	10.0	22.6666666667		
NCU03270.7	22.0	11.4666666667		
NCU03273.7	10.0	22.6666666667		
NCU03274.7	20.0	9.33333333333		
NCU03278.7	0.0	12.0		
NCU03279.7	12.0	0.8		
NCU03280.7	6.0	18.4		
NCU03281.7	10.0	22.6666666667		
NCU03282.7	12.0	0.8	18.0	7.2
NCU03283.7	16.0	5.06666666667		
NCU03284.7	14.0	2.93333333333		
NCU03290.7	2.0	14.1333333333		
NCU03293.7	22.0	11.4666666667		
NCU03294.7	14.0	2.93333333333		
NCU03297.7	4.0	16.2666666667		
NCU03299.7	14.0	2.93333333333		
NCU03300.7	14.0	2.93333333333		
NCU03302.7	8.0	20.5333333333	10.0	22.6666666667
NCU03303.7			0.0	12.0
NCU03304.7	2.0	14.1333333333		
NCU03308.7	12.0	0.8		
NCU03309.7			4.0	16.2666666667
NCU03310.7			2.0	14.1333333333
NCU03311.7	16.0	5.06666666667	8.0	20.5333333333
NCU03313.7	14.0	2.93333333333	8.0	20.5333333333
NCU03315.7	22.0	11.4666666667		
NCU03316.7	12.0	0.8		
NCU03318.7	2.0	14.1333333333		
NCU03320.7	8.0	20.5333333333		
NCU03321.7	22.0	11.4666666667		
NCU03322.7	16.0	5.06666666667		
NCU03323.7	0.0	12.0		
NCU03329.7			4.0	16.2666666667
NCU03331.7	12.0	0.8		
NCU03332.7	6.0	18.4		
NCU03333.7	6.0	18.4		
NCU03334.7	6.0	18.4	18.0	7.2
NCU03338.7	14.0	2.93333333333		
NCU03339.7	4.0	16.2666666667		
NCU03343.7	4.0	16.2666666667	2.0	14.1333333333
NCU03347.7	4.0	16.2666666667		
NCU03352.7	22.0	11.4666666667		
NCU03354.7	20.0	9.33333333333		
NCU03356.7			10.0	22.6666666667
NCU03357.7	10.0	22.6666666667	10.0	22.6666666667
NCU03358.7	6.0	18.4	20.0	9.33333333333
NCU03360.7	10.0	22.6666666667		
NCU03362.7	4.0	16.2666666667		
NCU03365.7	12.0	0.8		
NCU03366.7	6.0	18.4		
NCU03372.7	6.0	18.4		
NCU03376.7	10.0	22.6666666667		
NCU03378.7	12.0	0.8		
NCU03380.7	4.0	16.2666666667		
NCU03381.7	22.0	11.4666666667		
NCU03383.7	2.0	14.1333333333		
NCU03385.7	4.0	16.2666666667	4.0	16.2666666667
NCU03387.7	18.0	7.2		
NCU03392.7	2.0	14.1333333333		
NCU03393.7	4.0	16.2666666667		
NCU03394.7	6.0	18.4	2.0	14.1333333333
NCU03396.7	0.0	12.0		
NCU03399.7	4.0	16.2666666667		
NCU03401.7	16.0	5.06666666667		
NCU03405.7	4.0	16.2666666667		
NCU03413.7	10.0	22.6666666667		
NCU03415.7	4.0	16.2666666667		
NCU03417.7	16.0	5.06666666667		
NCU03418.7	18.0	7.2		
NCU03421.7	16.0	5.06666666667		
NCU03422.7	22.0	11.4666666667		
NCU03423.7	14.0	2.93333333333		
NCU03424.7	8.0	20.5333333333		
NCU03425.7			2.0	14.1333333333
NCU03437.7	16.0	5.06666666667		
NCU03438.7			18.0	7.2
NCU03439.7	14.0	2.93333333333		
NCU03440.7	10.0	22.6666666667		
NCU03441.7			0.0	12.0
NCU03444.7	2.0	14.1333333333		
NCU03451.7	18.0	7.2		
NCU03458.7	14.0	2.93333333333		
NCU03459.7	14.0	2.93333333333		
NCU03460.7	12.0	0.8		
NCU03462.7	16.0	5.06666666667		
NCU03463.7	4.0	16.2666666667		
NCU03468.7	0.0	12.0		
NCU03478.7	22.0	11.4666666667		
NCU03483.7			0.0	12.0
NCU03484.7	16.0	5.06666666667		
NCU03485.7	16.0	5.06666666667		
NCU03486.7	18.0	7.2	0.0	12.0
NCU03488.7	20.0	9.33333333333	0.0	12.0
NCU03489.7	10.0	22.6666666667		
NCU03491.7	4.0	16.2666666667	22.0	11.4666666667
NCU03496.7	10.0	22.6666666667		
NCU03497.7	20.0	9.33333333333		
NCU03500.7	14.0	2.93333333333		
NCU03501.7	18.0	7.2		
NCU03504.7	4.0	16.2666666667		
NCU03506.7	18.0	7.2		
NCU03509.7	14.0	2.93333333333		
NCU03516.7	6.0	18.4		
NCU03517.7	12.0	0.8		
NCU03518.7	4.0	16.2666666667		
NCU03523.7	8.0	20.5333333333		
NCU03525.7			16.0	5.06666666667
NCU03528.7	4.0	16.2666666667		
NCU03530.7	22.0	11.4666666667		
NCU03534.7			16.0	5.06666666667
NCU03539.7	6.0	18.4		
NCU03542.7			16.0	5.06666666667
NCU03545.7	8.0	20.5333333333		
NCU03549.7	4.0	16.2666666667		
NCU03555.7	12.0	0.8		
NCU03557.7	12.0	0.8		
NCU03558.7			8.0	20.5333333333
NCU03560.7	4.0	16.2666666667		
NCU03561.7	4.0	16.2666666667	2.0	14.1333333333
NCU03563.7			22.0	11.4666666667
NCU03565.7	6.0	18.4	16.0	5.06666666667
NCU03578.7	18.0	7.2		
NCU03590.7	10.0	22.6666666667		
NCU03593.7	22.0	11.4666666667		
NCU03596.7	0.0	12.0		
NCU03604.7	10.0	22.6666666667		
NCU03605.7			14.0	2.93333333333
NCU03606.7	4.0	16.2666666667		
NCU03608.7			2.0	14.1333333333
NCU03610.7	4.0	16.2666666667		
NCU03613.7	0.0	12.0		
NCU03614.7	22.0	11.4666666667		
NCU03616.7	22.0	11.4666666667	0.0	12.0
NCU03617.7	12.0	0.8		
NCU03618.7	22.0	11.4666666667		
NCU03621.7	16.0	5.06666666667		
NCU03622.7	22.0	11.4666666667		
NCU03623.7			14.0	2.93333333333
NCU03625.7	0.0	12.0		
NCU03628.7	22.0	11.4666666667		
NCU03629.7	6.0	18.4		
NCU03630.7	14.0	2.93333333333		
NCU03631.7	12.0	0.8		
NCU03632.7			0.0	12.0
NCU03633.7	12.0	0.8		
NCU03634.7	12.0	0.8		
NCU03635.7	4.0	16.2666666667		
NCU03636.7	16.0	5.06666666667		
NCU03639.7	2.0	14.1333333333		
NCU03643.7	14.0	2.93333333333		
NCU03645.7	12.0	0.8		
NCU03646.7			0.0	12.0
NCU03647.7	12.0	0.8		
NCU03648.7	10.0	22.6666666667	0.0	12.0
NCU03649.7	4.0	16.2666666667		
NCU03650.7	4.0	16.2666666667		
NCU03651.7			2.0	14.1333333333
NCU03653.7	6.0	18.4		
NCU03658.7	10.0	22.6666666667	0.0	12.0
NCU03660.7	12.0	0.8		
NCU03661.7			20.0	9.33333333333
NCU03662.7	4.0	16.2666666667		
NCU03667.7	18.0	7.2		
NCU03669.7	2.0	14.1333333333		
NCU03670.7	6.0	18.4		
NCU03673.7	4.0	16.2666666667		
NCU03675.7	6.0	18.4		
NCU03678.7	8.0	20.5333333333		
NCU03682.7	14.0	2.93333333333	20.0	9.33333333333
NCU03685.7	8.0	20.5333333333		
NCU03686.7			12.0	0.8
NCU03692.7			10.0	22.6666666667
NCU03695.7			22.0	11.4666666667
NCU03697.7	8.0	20.5333333333		
NCU03699.7	22.0	11.4666666667		
NCU03702.7	4.0	16.2666666667	12.0	0.8
NCU03703.7	8.0	20.5333333333	6.0	18.4
NCU03704.7	4.0	16.2666666667		
NCU03711.7	4.0	16.2666666667		
NCU03714.7	12.0	0.8		
NCU03716.7	22.0	11.4666666667		
NCU03717.7			10.0	22.6666666667
NCU03725.7			2.0	14.1333333333
NCU03728.7	0.0	12.0		
NCU03730.7	6.0	18.4		
NCU03732.7			22.0	11.4666666667
NCU03733.7	16.0	5.06666666667		
NCU03736.7	12.0	0.8		
NCU03738.7	6.0	18.4	6.0	18.4
NCU03739.7	2.0	14.1333333333	0.0	12.0
NCU03741.7	10.0	22.6666666667		
NCU03747.7	4.0	16.2666666667		
NCU03748.7	4.0	16.2666666667	16.0	5.06666666667
NCU03749.7	16.0	5.06666666667		
NCU03752.7	6.0	18.4		
NCU03753.7	12.0	0.8		
NCU03754.7	14.0	2.93333333333		
NCU03755.7	12.0	0.8	20.0	9.33333333333
NCU03756.7	8.0	20.5333333333	20.0	9.33333333333
NCU03757.7	4.0	16.2666666667		
NCU03759.7	6.0	18.4		
NCU03763.7	4.0	16.2666666667	4.0	16.2666666667
NCU03769.7	4.0	16.2666666667		
NCU03770.7	22.0	11.4666666667		
NCU03773.7	16.0	5.06666666667		
NCU03774.7	12.0	0.8		
NCU03775.7	14.0	2.93333333333		
NCU03777.7	4.0	16.2666666667	2.0	14.1333333333
NCU03778.7	4.0	16.2666666667	4.0	16.2666666667
NCU03779.7	10.0	22.6666666667	0.0	12.0
NCU03780.7	10.0	22.6666666667		
NCU03783.7	22.0	11.4666666667		
NCU03793.7	10.0	22.6666666667		
NCU03794.7	0.0	12.0		
NCU03796.7	10.0	22.6666666667	16.0	5.06666666667
NCU03797.7	10.0	22.6666666667		
NCU03802.7	12.0	0.8	12.0	0.8
NCU03803.7	6.0	18.4		
NCU03806.7	6.0	18.4		
NCU03807.7	2.0	14.1333333333		
NCU03808.7	18.0	7.2		
NCU03810.7	2.0	14.1333333333		
NCU03811.7	10.0	22.6666666667		
NCU03813.7	10.0	22.6666666667	0.0	12.0
NCU03816.7	12.0	0.8		
NCU03818.7	22.0	11.4666666667		
NCU03825.7	20.0	9.33333333333		
NCU03827.7	6.0	18.4		
NCU03830.7	12.0	0.8		
NCU03836.7	2.0	14.1333333333		
NCU03838.7			6.0	18.4
NCU03846.7	2.0	14.1333333333	2.0	14.1333333333
NCU03850.7	16.0	5.06666666667		
NCU03851.7			18.0	7.2
NCU03852.7	0.0	12.0		
NCU03859.7	2.0	14.1333333333		
NCU03860.7	6.0	18.4	2.0	14.1333333333
NCU03863.7	2.0	14.1333333333		
NCU03870.7	12.0	0.8	4.0	16.2666666667
NCU03875.7			12.0	0.8
NCU03876.7	2.0	14.1333333333		
NCU03877.7			2.0	14.1333333333
NCU03879.7	4.0	16.2666666667		
NCU03886.7	6.0	18.4	2.0	14.1333333333
NCU03888.7	20.0	9.33333333333		
NCU03890.7	16.0	5.06666666667	12.0	0.8
NCU03893.7			2.0	14.1333333333
NCU03897.7	4.0	16.2666666667		
NCU03899.7	4.0	16.2666666667		
NCU03901.7			2.0	14.1333333333
NCU03903.7	4.0	16.2666666667		
NCU03905.7	10.0	22.6666666667		
NCU03906.7	0.0	12.0		
NCU03907.7	20.0	9.33333333333		
NCU03908.7	10.0	22.6666666667	18.0	7.2
NCU03909.7	6.0	18.4		
NCU03910.7	20.0	9.33333333333		
NCU03921.7	20.0	9.33333333333		
NCU03922.7	10.0	22.6666666667		
NCU03924.7	2.0	14.1333333333		
NCU03926.7	4.0	16.2666666667	12.0	0.8
NCU03928.7	18.0	7.2		
NCU03929.7	10.0	22.6666666667		
NCU03931.7	20.0	9.33333333333		
NCU03932.7	14.0	2.93333333333		
NCU03935.7			10.0	22.6666666667
NCU03936.7			6.0	18.4
NCU03946.7	8.0	20.5333333333		
NCU03947.7	20.0	9.33333333333		
NCU03948.7	6.0	18.4		
NCU03949.7	10.0	22.6666666667	22.0	11.4666666667
NCU03950.7	0.0	12.0		
NCU03952.7	0.0	12.0		
NCU03954.7	4.0	16.2666666667	6.0	18.4
NCU03956.7	0.0	12.0		
NCU03957.7			2.0	14.1333333333
NCU03960.7	0.0	12.0		
NCU03961.7	2.0	14.1333333333		
NCU03963.7	6.0	18.4		
NCU03966.7	4.0	16.2666666667		
NCU03967.7	16.0	5.06666666667	2.0	14.1333333333
NCU03971.7			10.0	22.6666666667
NCU03973.7	4.0	16.2666666667	10.0	22.6666666667
NCU03975.7	22.0	11.4666666667	2.0	14.1333333333
NCU03979.7	0.0	12.0	2.0	14.1333333333
NCU03981.7	12.0	0.8		
NCU03985.7	10.0	22.6666666667		
NCU03986.7	0.0	12.0		
NCU03988.7	4.0	16.2666666667		
NCU03989.7	20.0	9.33333333333		
NCU03990.7	8.0	20.5333333333		
NCU03992.7	10.0	22.6666666667	0.0	12.0
NCU03995.7			18.0	7.2
NCU03997.7			18.0	7.2
NCU03998.7	10.0	22.6666666667		
NCU04001.7	18.0	7.2		
NCU04005.7	22.0	11.4666666667		
NCU04007.7	2.0	14.1333333333		
NCU04008.7	10.0	22.6666666667		
NCU04010.7	6.0	18.4		
NCU04013.7	6.0	18.4		
NCU04015.7	14.0	2.93333333333		
NCU04016.7	10.0	22.6666666667		
NCU04017.7	2.0	14.1333333333		
NCU04019.7	18.0	7.2		
NCU04022.7	22.0	11.4666666667	2.0	14.1333333333
NCU04024.7	2.0	14.1333333333		
NCU04025.7	2.0	14.1333333333		
NCU04030.7	12.0	0.8		
NCU04033.7	6.0	18.4		
NCU04035.7	22.0	11.4666666667		
NCU04037.7	22.0	11.4666666667		
NCU04039.7	10.0	22.6666666667		
NCU04041.7	8.0	20.5333333333		
NCU04043.7	16.0	5.06666666667		
NCU04045.7	22.0	11.4666666667		
NCU04046.7	22.0	11.4666666667		
NCU04047.7	22.0	11.4666666667	12.0	0.8
NCU04049.7	8.0	20.5333333333		
NCU04053.7	8.0	20.5333333333		
NCU04054.7	22.0	11.4666666667		
NCU04058.7	22.0	11.4666666667		
NCU04059.7	12.0	0.8	22.0	11.4666666667
NCU04061.7	12.0	0.8		
NCU04065.7	12.0	0.8		
NCU04068.7	0.0	12.0	12.0	0.8
NCU04069.7			10.0	22.6666666667
NCU04070.7	6.0	18.4		
NCU04071.7	12.0	0.8	0.0	12.0
NCU04074.7			2.0	14.1333333333
NCU04075.7	0.0	12.0		
NCU04076.7	12.0	0.8		
NCU04077.7			18.0	7.2
NCU04078.7	2.0	14.1333333333		
NCU04084.7	0.0	12.0		
NCU04085.7	6.0	18.4		
NCU04086.7	6.0	18.4	22.0	11.4666666667
NCU04090.7	0.0	12.0		
NCU04091.7	6.0	18.4		
NCU04092.7	20.0	9.33333333333		
NCU04097.7	12.0	0.8	2.0	14.1333333333
NCU04100.7			6.0	18.4
NCU04102.7	16.0	5.06666666667		
NCU04105.7	18.0	7.2	22.0	11.4666666667
NCU04106.7	12.0	0.8		
NCU04108.7			4.0	16.2666666667
NCU04109.7	10.0	22.6666666667		
NCU04110.7	18.0	7.2	4.0	16.2666666667
NCU04111.7	20.0	9.33333333333		
NCU04114.7			0.0	12.0
NCU04115.7	8.0	20.5333333333		
NCU04116.7			18.0	7.2
NCU04118.7			2.0	14.1333333333
NCU04121.7	16.0	5.06666666667		
NCU04122.7	4.0	16.2666666667		
NCU04129.7			10.0	22.6666666667
NCU04130.7	8.0	20.5333333333		
NCU04131.7	4.0	16.2666666667		
NCU04136.7	10.0	22.6666666667		
NCU04138.7	8.0	20.5333333333	2.0	14.1333333333
NCU04142.7	14.0	2.93333333333		
NCU04143.7	6.0	18.4		
NCU04144.7	10.0	22.6666666667	16.0	5.06666666667
NCU04145.7	2.0	14.1333333333		
NCU04148.7	22.0	11.4666666667		
NCU04150.7	2.0	14.1333333333		
NCU04151.7			4.0	16.2666666667
NCU04152.7	16.0	5.06666666667		
NCU04154.7	22.0	11.4666666667		
NCU04155.7	4.0	16.2666666667		
NCU04156.7	20.0	9.33333333333	2.0	14.1333333333
NCU04158.7	16.0	5.06666666667		
NCU04160.7	22.0	11.4666666667		
NCU04161.7			20.0	9.33333333333
NCU04163.7	12.0	0.8		
NCU04165.7	2.0	14.1333333333		
NCU04166.7	6.0	18.4	16.0	5.06666666667
NCU04170.7	4.0	16.2666666667		
NCU04171.7	4.0	16.2666666667	2.0	14.1333333333
NCU04174.7	12.0	0.8		
NCU04175.7	22.0	11.4666666667		
NCU04179.7	6.0	18.4		
NCU04181.7			2.0	14.1333333333
NCU04185.7	18.0	7.2	18.0	7.2
NCU04187.7			22.0	11.4666666667
NCU04189.7	0.0	12.0	2.0	14.1333333333
NCU04192.7	2.0	14.1333333333		
NCU04193.7	4.0	16.2666666667		
NCU04194.7	10.0	22.6666666667		
NCU04195.7	22.0	11.4666666667		
NCU04196.7	22.0	11.4666666667		
NCU04197.7	14.0	2.93333333333	22.0	11.4666666667
NCU04198.7			2.0	14.1333333333
NCU04201.7			10.0	22.6666666667
NCU04202.7			0.0	12.0
NCU04203.7			0.0	12.0
NCU04211.7	16.0	5.06666666667		
NCU04212.7			16.0	5.06666666667
NCU04213.7	16.0	5.06666666667	0.0	12.0
NCU04216.7	0.0	12.0		
NCU04221.7			20.0	9.33333333333
NCU04223.7	10.0	22.6666666667		
NCU04224.7	2.0	14.1333333333		
NCU04225.7			2.0	14.1333333333
NCU04227.7	8.0	20.5333333333	0.0	12.0
NCU04228.7	6.0	18.4		
NCU04230.7			12.0	0.8
NCU04237.7	10.0	22.6666666667		
NCU04238.7	10.0	22.6666666667	18.0	7.2
NCU04241.7	10.0	22.6666666667		
NCU04243.7	20.0	9.33333333333		
NCU04245.7	0.0	12.0		
NCU04246.7	2.0	14.1333333333		
NCU04247.7	4.0	16.2666666667	18.0	7.2
NCU04251.7	4.0	16.2666666667		
NCU04252.7	12.0	0.8		
NCU04255.7	18.0	7.2		
NCU04256.7	10.0	22.6666666667		
NCU04260.7			18.0	7.2
NCU04264.7	10.0	22.6666666667	8.0	20.5333333333
NCU04265.7			2.0	14.1333333333
NCU04266.7	14.0	2.93333333333	22.0	11.4666666667
NCU04267.7	14.0	2.93333333333		
NCU04268.7	2.0	14.1333333333	0.0	12.0
NCU04269.7	12.0	0.8		
NCU04270.7	6.0	18.4		
NCU04277.7			4.0	16.2666666667
NCU04281.7	6.0	18.4		
NCU04284.7	10.0	22.6666666667		
NCU04285.7	10.0	22.6666666667		
NCU04287.7	4.0	16.2666666667	6.0	18.4
NCU04288.7	2.0	14.1333333333		
NCU04289.7	18.0	7.2	0.0	12.0
NCU04290.7	18.0	7.2		
NCU04292.7			2.0	14.1333333333
NCU04293.7	16.0	5.06666666667		
NCU04295.7	16.0	5.06666666667		
NCU04298.7	14.0	2.93333333333		
NCU04301.7	4.0	16.2666666667		
NCU04303.7	20.0	9.33333333333	2.0	14.1333333333
NCU04305.7	10.0	22.6666666667		
NCU04306.7	22.0	11.4666666667		
NCU04310.7	8.0	20.5333333333		
NCU04312.7	20.0	9.33333333333		
NCU04313.7	4.0	16.2666666667		
NCU04314.7	2.0	14.1333333333	10.0	22.6666666667
NCU04315.7	0.0	12.0		
NCU04316.7	22.0	11.4666666667		
NCU04317.7			20.0	9.33333333333
NCU04319.7	0.0	12.0		
NCU04323.7	12.0	0.8		
NCU04325.7	10.0	22.6666666667		
NCU04327.7	4.0	16.2666666667		
NCU04331.7	4.0	16.2666666667	10.0	22.6666666667
NCU04333.7	0.0	12.0		
NCU04336.7	6.0	18.4		
NCU04338.7	4.0	16.2666666667		
NCU04339.7			16.0	5.06666666667
NCU04341.7	18.0	7.2		
NCU04342.7	4.0	16.2666666667		
NCU04343.7	10.0	22.6666666667		
NCU04345.7	2.0	14.1333333333		
NCU04348.7	0.0	12.0		
NCU04350.7			14.0	2.93333333333
NCU04352.7			14.0	2.93333333333
NCU04353.7	14.0	2.93333333333		
NCU04359.7	10.0	22.6666666667		
NCU04362.7	12.0	0.8		
NCU04366.7	10.0	22.6666666667		
NCU04367.7	14.0	2.93333333333		
NCU04368.7	12.0	0.8	0.0	12.0
NCU04370.7	10.0	22.6666666667	22.0	11.4666666667
NCU04371.7	12.0	0.8		
NCU04373.7	12.0	0.8		
NCU04374.7	10.0	22.6666666667		
NCU04381.7	6.0	18.4		
NCU04383.7	4.0	16.2666666667	2.0	14.1333333333
NCU04385.7	10.0	22.6666666667	10.0	22.6666666667
NCU04388.7	8.0	20.5333333333		
NCU04389.7	8.0	20.5333333333		
NCU04395.7	20.0	9.33333333333		
NCU04401.7	12.0	0.8		
NCU04403.7	10.0	22.6666666667		
NCU04406.7	2.0	14.1333333333		
NCU04407.7	6.0	18.4	2.0	14.1333333333
NCU04409.7	4.0	16.2666666667		
NCU04410.7	18.0	7.2		
NCU04411.7	10.0	22.6666666667		
NCU04412.7	2.0	14.1333333333	12.0	0.8
NCU04414.7	2.0	14.1333333333	20.0	9.33333333333
NCU04415.7	12.0	0.8		
NCU04416.7	16.0	5.06666666667		
NCU04419.7	16.0	5.06666666667		
NCU04427.7	12.0	0.8		
NCU04430.7	12.0	0.8		
NCU04439.7	2.0	14.1333333333		
NCU04442.7			22.0	11.4666666667
NCU04443.7	10.0	22.6666666667	14.0	2.93333333333
NCU04444.7	6.0	18.4		
NCU04446.7	4.0	16.2666666667		
NCU04450.7	16.0	5.06666666667		
NCU04452.7	10.0	22.6666666667	2.0	14.1333333333
NCU04455.7	22.0	11.4666666667		
NCU04457.7	18.0	7.2		
NCU04459.7	8.0	20.5333333333		
NCU04460.7	10.0	22.6666666667		
NCU04461.7	8.0	20.5333333333		
NCU04462.7	4.0	16.2666666667		
NCU04463.7	0.0	12.0		
NCU04466.7	10.0	22.6666666667		
NCU04468.7	2.0	14.1333333333		
NCU04470.7			2.0	14.1333333333
NCU04472.7	22.0	11.4666666667	0.0	12.0
NCU04473.7	4.0	16.2666666667		
NCU04474.7	2.0	14.1333333333		
NCU04478.7	8.0	20.5333333333		
NCU04479.7			20.0	9.33333333333
NCU04480.7			22.0	11.4666666667
NCU04483.7	10.0	22.6666666667		
NCU04485.7	4.0	16.2666666667		
NCU04488.7	4.0	16.2666666667		
NCU04493.7	20.0	9.33333333333	8.0	20.5333333333
NCU04495.7	0.0	12.0		
NCU04496.7	6.0	18.4		
NCU04499.7	6.0	18.4		
NCU04501.7	8.0	20.5333333333		
NCU04502.7	8.0	20.5333333333	4.0	16.2666666667
NCU04503.7	0.0	12.0		
NCU04504.7	0.0	12.0		
NCU04505.7	14.0	2.93333333333		
NCU04507.7	2.0	14.1333333333		
NCU04508.7	0.0	12.0		
NCU04509.7	16.0	5.06666666667		
NCU04510.7	12.0	0.8	0.0	12.0
NCU04513.7	12.0	0.8		
NCU04514.7	22.0	11.4666666667		
NCU04520.7	12.0	0.8		
NCU04521.7	8.0	20.5333333333		
NCU04525.7	4.0	16.2666666667		
NCU04532.7	4.0	16.2666666667		
NCU04533.7			2.0	14.1333333333
NCU04538.7	10.0	22.6666666667		
NCU04539.7	12.0	0.8		
NCU04543.7	22.0	11.4666666667		
NCU04544.7	22.0	11.4666666667		
NCU04545.7	22.0	11.4666666667		
NCU04549.7	12.0	0.8		
NCU04550.7	8.0	20.5333333333		
NCU04552.7	6.0	18.4	16.0	5.06666666667
NCU04553.7	6.0	18.4		
NCU04554.7	22.0	11.4666666667		
NCU04558.7	12.0	0.8		
NCU04569.7	10.0	22.6666666667		
NCU04570.7	18.0	7.2		
NCU04577.7	2.0	14.1333333333		
NCU04578.7	22.0	11.4666666667	10.0	22.6666666667
NCU04580.7	12.0	0.8		
NCU04581.7	16.0	5.06666666667		
NCU04583.7	20.0	9.33333333333	2.0	14.1333333333
NCU04584.7	20.0	9.33333333333	16.0	5.06666666667
NCU04585.7	12.0	0.8		
NCU04589.7	10.0	22.6666666667		
NCU04590.7	16.0	5.06666666667		
NCU04591.7	10.0	22.6666666667		
NCU04592.7	16.0	5.06666666667		
NCU04594.7	10.0	22.6666666667		
NCU04596.7	10.0	22.6666666667	20.0	9.33333333333
NCU04598.7	2.0	14.1333333333		
NCU04600.7			4.0	16.2666666667
NCU04601.7	12.0	0.8		
NCU04602.7			10.0	22.6666666667
NCU04603.7	14.0	2.93333333333	20.0	9.33333333333
NCU04605.7	12.0	0.8	2.0	14.1333333333
NCU04610.7	10.0	22.6666666667		
NCU04612.7	4.0	16.2666666667		
NCU04613.7	2.0	14.1333333333		
NCU04615.7	10.0	22.6666666667		
NCU04616.7	20.0	9.33333333333		
NCU04617.7	22.0	11.4666666667		
NCU04620.7	2.0	14.1333333333		
NCU04621.7	22.0	11.4666666667		
NCU04622.7	4.0	16.2666666667		
NCU04623.7	12.0	0.8		
NCU04635.7	18.0	7.2	4.0	16.2666666667
NCU04636.7	6.0	18.4	10.0	22.6666666667
NCU04639.7	20.0	9.33333333333	2.0	14.1333333333
NCU04640.7	18.0	7.2		
NCU04642.7	12.0	0.8		
NCU04643.7			6.0	18.4
NCU04645.7	18.0	7.2	2.0	14.1333333333
NCU04646.7	4.0	16.2666666667		
NCU04647.7	0.0	12.0		
NCU04648.7	12.0	0.8		
NCU04650.7			12.0	0.8
NCU04651.7	2.0	14.1333333333		
NCU04652.7	18.0	7.2		
NCU04653.7	22.0	11.4666666667		
NCU04654.7	18.0	7.2		
NCU04655.7	16.0	5.06666666667		
NCU04662.7	10.0	22.6666666667		
NCU04665.7	14.0	2.93333333333		
NCU04667.7	14.0	2.93333333333	2.0	14.1333333333
NCU04669.7	10.0	22.6666666667		
NCU04674.7	10.0	22.6666666667		
NCU04675.7	14.0	2.93333333333		
NCU04676.7	6.0	18.4		
NCU04691.7	6.0	18.4		
NCU04713.7	10.0	22.6666666667		
NCU04718.7	22.0	11.4666666667		
NCU04721.7	14.0	2.93333333333		
NCU04722.7	10.0	22.6666666667		
NCU04724.7			0.0	12.0
NCU04725.7	6.0	18.4		
NCU04732.7	18.0	7.2	0.0	12.0
NCU04736.7	22.0	11.4666666667		
NCU04738.7	8.0	20.5333333333		
NCU04740.7	0.0	12.0		
NCU04746.7	18.0	7.2		
