Gene	Phase_rna	Circadian time Acrophase_rna	Phase_protein	Circadian time Acrophase_protein
NCU10292.7	2.0	14.1333333333		
NCU10301.7	12.0	0.8		
NCU10304.7	4.0	16.2666666667		
NCU10311.7			6.0	18.4
NCU10337.7	6.0	18.4		
NCU10351.7	10.0	22.6666666667		
NCU10359.7	4.0	16.2666666667		
NCU10360.7	10.0	22.6666666667		
NCU10381.7	2.0	14.1333333333		
NCU10387.7	12.0	0.8		
NCU10400.7	10.0	22.6666666667	18.0	7.2
NCU10430.7	12.0	0.8		
NCU10458.7	12.0	0.8		
NCU10467.7	4.0	16.2666666667		
NCU10468.7	18.0	7.2	4.0	16.2666666667
NCU10476.7	4.0	16.2666666667		
NCU10498.7	4.0	16.2666666667	16.0	5.06666666667
NCU10500.7	12.0	0.8		
NCU10507.7	4.0	16.2666666667		
NCU10518.7	22.0	11.4666666667	22.0	11.4666666667
NCU10546.7	4.0	16.2666666667		
NCU10567.7	20.0	9.33333333333		
NCU10570.7	12.0	0.8		
NCU10572.7	22.0	11.4666666667	0.0	12.0
NCU10597.7	10.0	22.6666666667		
NCU10603.7	20.0	9.33333333333		
NCU10605.7	20.0	9.33333333333		
NCU10618.7	6.0	18.4		
NCU10658.7	20.0	9.33333333333		
NCU10659.7	14.0	2.93333333333		
NCU10683.7	2.0	14.1333333333		
NCU10684.7	12.0	0.8		
NCU10687.7			6.0	18.4
NCU10697.7	8.0	20.5333333333		
NCU10721.7			8.0	20.5333333333
NCU10732.7			10.0	22.6666666667
NCU10733.7	4.0	16.2666666667		
NCU10747.7	0.0	12.0		
NCU10762.7	4.0	16.2666666667		
NCU10763.7	14.0	2.93333333333		
NCU10775.7	2.0	14.1333333333		
NCU10777.7			6.0	18.4
NCU10809.7	8.0	20.5333333333		
NCU10836.7	22.0	11.4666666667		
NCU10847.7	16.0	5.06666666667		
NCU10852.7	4.0	16.2666666667	8.0	20.5333333333
NCU10853.7			2.0	14.1333333333
NCU10865.7			8.0	20.5333333333
NCU10883.7	4.0	16.2666666667		
NCU10893.7	4.0	16.2666666667	14.0	2.93333333333
NCU10894.7	10.0	22.6666666667		
NCU10907.7	4.0	16.2666666667		
NCU10933.7	2.0	14.1333333333		
NCU10965.7	18.0	7.2		
NCU10987.7	4.0	16.2666666667		
NCU11012.7	20.0	9.33333333333		
NCU11027.7	4.0	16.2666666667		
NCU11040.7	14.0	2.93333333333		
NCU11041.7	2.0	14.1333333333		
NCU11043.7	14.0	2.93333333333		
NCU11046.7	14.0	2.93333333333		
NCU11050.7			18.0	7.2
NCU11053.7	12.0	0.8		
NCU11087.7	12.0	0.8		
NCU11088.7			6.0	18.4
NCU11102.7	6.0	18.4		
NCU11109.7	4.0	16.2666666667		
NCU11129.7	16.0	5.06666666667	18.0	7.2
NCU11138.7	18.0	7.2		
NCU11146.7	16.0	5.06666666667		
NCU11159.7	2.0	14.1333333333		
NCU11172.7	4.0	16.2666666667		
NCU11173.7			10.0	22.6666666667
NCU11174.7	10.0	22.6666666667		
NCU11175.7	0.0	12.0	18.0	7.2
NCU11176.7	22.0	11.4666666667		
NCU11180.7	12.0	0.8		
NCU11181.7			0.0	12.0
NCU11186.7	0.0	12.0		
NCU11187.7	16.0	5.06666666667		
NCU11188.7	4.0	16.2666666667		
NCU11195.7	10.0	22.6666666667		
NCU11196.7	2.0	14.1333333333	16.0	5.06666666667
NCU11201.7	12.0	0.8		
NCU11212.7	6.0	18.4		
NCU11219.7			20.0	9.33333333333
NCU11220.7	4.0	16.2666666667		
NCU11223.7	10.0	22.6666666667		
NCU11234.7			2.0	14.1333333333
NCU11235.7	10.0	22.6666666667		
NCU11236.7			12.0	0.8
NCU11237.7	0.0	12.0		
NCU11245.7	16.0	5.06666666667		
NCU11248.7	16.0	5.06666666667	20.0	9.33333333333
NCU11249.7	0.0	12.0		
NCU11253.7	6.0	18.4		
NCU11259.7			22.0	11.4666666667
NCU11260.7	6.0	18.4		
NCU11261.7	12.0	0.8		
NCU11263.7	0.0	12.0		
NCU11264.7	12.0	0.8		
NCU11286.7	22.0	11.4666666667		
NCU11287.7	10.0	22.6666666667	22.0	11.4666666667
NCU11289.7	0.0	12.0		
NCU11290.7	22.0	11.4666666667		
NCU11291.7	20.0	9.33333333333	20.0	9.33333333333
NCU11292.7	14.0	2.93333333333	0.0	12.0
NCU11293.7	6.0	18.4		
NCU11305.7	22.0	11.4666666667		
NCU11311.7	6.0	18.4		
NCU11312.7	12.0	0.8		
NCU11313.7	0.0	12.0		
NCU11320.7			8.0	20.5333333333
NCU11321.7	2.0	14.1333333333		
NCU11323.7	16.0	5.06666666667	20.0	9.33333333333
NCU11324.7	18.0	7.2		
NCU11325.7			16.0	5.06666666667
NCU11337.7	16.0	5.06666666667		
NCU11338.7	20.0	9.33333333333		
NCU11340.7	12.0	0.8		
NCU11341.7	10.0	22.6666666667	18.0	7.2
NCU11342.7	16.0	5.06666666667		
NCU11345.7	4.0	16.2666666667		
NCU11353.7			20.0	9.33333333333
NCU11362.7	20.0	9.33333333333		
NCU11367.7	12.0	0.8		
NCU11368.7	10.0	22.6666666667	2.0	14.1333333333
NCU11370.7	6.0	18.4		
NCU11395.7	10.0	22.6666666667	2.0	14.1333333333
NCU11399.7	2.0	14.1333333333		
NCU11406.7	0.0	12.0		
NCU11410.7	0.0	12.0		
NCU11411.7	10.0	22.6666666667		
NCU11414.7	10.0	22.6666666667		
NCU11415.7			14.0	2.93333333333
NCU11417.7	8.0	20.5333333333		
NCU11424.7	10.0	22.6666666667		
NCU11426.7	8.0	20.5333333333	18.0	7.2
NCU12023.7	22.0	11.4666666667	2.0	14.1333333333
NCU12024.7	10.0	22.6666666667		
NCU12025.7	8.0	20.5333333333		
NCU12046.7	10.0	22.6666666667		
NCU12076.7	10.0	22.6666666667		
NCU12078.7	4.0	16.2666666667		
NCU12084.7	12.0	0.8		
NCU12091.7	2.0	14.1333333333		
NCU12097.7	4.0	16.2666666667		
NCU12100.7	14.0	2.93333333333		
NCU12104.7	18.0	7.2		
NCU12114.7	10.0	22.6666666667		
NCU12126.7	0.0	12.0		
NCU12131.7	12.0	0.8		
NCU12150.7	6.0	18.4		
NCU12151.7	4.0	16.2666666667		
NCU12152.7			20.0	9.33333333333
NCU15829.7	22.0	11.4666666667		
NCU15830.7	22.0	11.4666666667		
NCU15832.7	12.0	0.8		
NCU15834.7			4.0	16.2666666667
NCU15836.7	14.0	2.93333333333		
NCU16306.7	10.0	22.6666666667		
NCU16314.7	18.0	7.2		
NCU16316.7	14.0	2.93333333333		
NCU16318.7	16.0	5.06666666667		
NCU16320.7	0.0	12.0		
NCU16325.7	12.0	0.8		
NCU16329.7	0.0	12.0		
NCU16336.7	22.0	11.4666666667		
NCU16343.7	20.0	9.33333333333		
NCU16347.7	22.0	11.4666666667		
NCU16363.7	4.0	16.2666666667		
NCU16364.7	2.0	14.1333333333		
NCU16368.7	10.0	22.6666666667		
NCU16372.7	20.0	9.33333333333		
NCU16374.7	12.0	0.8		
NCU16380.7	6.0	18.4		
NCU16382.7	16.0	5.06666666667		
NCU16386.7	16.0	5.06666666667		
NCU16394.7	8.0	20.5333333333		
NCU16398.7	12.0	0.8		
NCU16399.7	12.0	0.8		
NCU16402.7	2.0	14.1333333333		
NCU16406.7	14.0	2.93333333333		
NCU16418.7	12.0	0.8		
NCU16419.7	12.0	0.8		
NCU16443.7	10.0	22.6666666667		
NCU16445.7	22.0	11.4666666667	22.0	11.4666666667
NCU16452.7	20.0	9.33333333333		
NCU16453.7	18.0	7.2		
NCU16454.7	10.0	22.6666666667		
NCU16457.7	12.0	0.8		
NCU16466.7	4.0	16.2666666667	2.0	14.1333333333
NCU16472.7	8.0	20.5333333333		
NCU16473.7	22.0	11.4666666667		
NCU16477.7	12.0	0.8		
NCU16496.7	0.0	12.0	16.0	5.06666666667
NCU16498.7	12.0	0.8		
NCU16500.7	12.0	0.8		
NCU16512.7	20.0	9.33333333333		
NCU16537.7			2.0	14.1333333333
NCU16541.7	6.0	18.4	22.0	11.4666666667
NCU16549.7	12.0	0.8		
NCU16552.7	12.0	0.8		
NCU16553.7	10.0	22.6666666667		
NCU16562.7	22.0	11.4666666667		
NCU16563.7	4.0	16.2666666667		
NCU16567.7	16.0	5.06666666667		
NCU16583.7	16.0	5.06666666667		
NCU16589.7	4.0	16.2666666667		
NCU16597.7	8.0	20.5333333333		
NCU16624.7	12.0	0.8		
NCU16625.7	12.0	0.8		
NCU16632.7	4.0	16.2666666667		
NCU16634.7	20.0	9.33333333333		
NCU16635.7	6.0	18.4		
NCU16638.7	20.0	9.33333333333		
NCU16641.7	12.0	0.8		
NCU16646.7	10.0	22.6666666667		
NCU16652.7	10.0	22.6666666667		
NCU16653.7	12.0	0.8		
NCU16667.7	18.0	7.2		
NCU16673.7	18.0	7.2		
NCU16681.7	12.0	0.8		
NCU16683.7	10.0	22.6666666667		
NCU16685.7	16.0	5.06666666667		
NCU16698.7			22.0	11.4666666667
NCU16699.7	10.0	22.6666666667		
NCU16708.7	12.0	0.8		
NCU16710.7	10.0	22.6666666667		
NCU16715.7	4.0	16.2666666667		
NCU16720.7	12.0	0.8		
NCU16721.7	22.0	11.4666666667		
NCU16738.7	10.0	22.6666666667		
NCU16742.7	10.0	22.6666666667		
NCU16757.7	2.0	14.1333333333		
NCU16769.7	2.0	14.1333333333	12.0	0.8
NCU16770.7	4.0	16.2666666667		
NCU16773.7			22.0	11.4666666667
NCU16775.7	2.0	14.1333333333	8.0	20.5333333333
NCU16785.7	16.0	5.06666666667		
NCU16789.7	12.0	0.8		
NCU16790.7	22.0	11.4666666667		
NCU16793.7	6.0	18.4		
NCU16802.7	2.0	14.1333333333		
NCU16803.7	0.0	12.0		
NCU16817.7	22.0	11.4666666667		
NCU16819.7	14.0	2.93333333333		
NCU16821.7	4.0	16.2666666667		
NCU16822.7	4.0	16.2666666667		
NCU16833.7	2.0	14.1333333333	2.0	14.1333333333
NCU16857.7	22.0	11.4666666667		
NCU16859.7	16.0	5.06666666667		
NCU16875.7	12.0	0.8		
NCU16888.7	20.0	9.33333333333	18.0	7.2
NCU16890.7	12.0	0.8		
NCU16896.7	2.0	14.1333333333		
NCU16902.7	6.0	18.4		
NCU16911.7	0.0	12.0		
NCU16930.7	12.0	0.8		
NCU16942.7	18.0	7.2		
NCU16952.7	20.0	9.33333333333		
NCU16959.7	12.0	0.8		
NCU16980.7	22.0	11.4666666667		
NCU16992.7	0.0	12.0		
NCU16997.7	16.0	5.06666666667		
NCU17008.7	12.0	0.8		
NCU17016.7	22.0	11.4666666667		
NCU17026.7	0.0	12.0		
NCU17055.7	0.0	12.0		
NCU17057.7	2.0	14.1333333333		
NCU17060.7	4.0	16.2666666667		
NCU17061.7	4.0	16.2666666667		
NCU17066.7	0.0	12.0		
NCU17083.7	14.0	2.93333333333		
NCU17100.7	22.0	11.4666666667		
NCU17113.7	2.0	14.1333333333		
NCU17114.7	8.0	20.5333333333	2.0	14.1333333333
NCU17137.7	12.0	0.8		
NCU17138.7	14.0	2.93333333333		
NCU17154.7	8.0	20.5333333333		
NCU17171.7	12.0	0.8		
NCU17177.7	6.0	18.4		
NCU17185.7	12.0	0.8		
NCU17188.7	0.0	12.0		
NCU17225.7	14.0	2.93333333333		
NCU17227.7	8.0	20.5333333333		
NCU17239.7	12.0	0.8	2.0	14.1333333333
NCU17244.7	10.0	22.6666666667		
NCU17257.7	10.0	22.6666666667		
NCU17258.7	12.0	0.8		
NCU17261.7	22.0	11.4666666667		
NCU17263.7	14.0	2.93333333333		
NCU17271.7	10.0	22.6666666667		
NCU17275.7	22.0	11.4666666667		
NCU17281.7	18.0	7.2		
NCU17283.7	8.0	20.5333333333		
